Dataset,Total_CO2_g,Total_Time_min,Total_Energy_kWh,CR1_CO2_g,CR1_Accuracy,CR1000_CO2_g,CR1000_Accuracy,CO2_Savings_%
BreakHis,329.03963176388953,221.27037865000003,0.47589585899543035,44.59791610251857,0.8561166894028869,43.77307048437002,0.7863117548425256,1.8495160541861497
BACH,53.961623584659996,33.44319934999999,0.0780456538652984,7.631501811340707,0.7775000000000001,7.042468693922923,0.485,7.718443000858071
MHIST,146.0291279161326,103.13685903946559,0.0,22.3347627542858,0.8057318321392017,19.6342068458638,0.8018423746161719,12.091267492437513
